avalanche_id,location,trigger_date_time,trigger_date_time_accuracy_code,trigger_type,avalanche_type,avalanche_size,avalanche_moisture,start_zone_aspect,snow_depth_sat,lat,lon,Avalanche Event,closest_station,station_abbr,tre200h0,tre200hn,tre200hx,tre005h0,tre005hn,ure200h0,pva200h0,tde200h0,prestah0,pp0qffh0,pp0qnhh0,ppz700h0,ppz850h0,fkl010h1,dkl010h0,fkl010h0,fu3010h0,fu3010h1,fkl010h3,fu3010h3,wcc006h0,fve010h0,rre150h0,htoauths,gre000h0,oli000h0,olo000h0,osr000h0,ods000h0,sre000h0,erefaoh0,elevation,gradient_x,gradient_y,gradient_magnitude,aspect
20077a30-ec16-11ed-aa20-6507e99101f4,8.022203 46.505884,2023-05-06 14:00:00.000 +0200,0,PERSON,SLAB,2,WET,E,90,46.505884,8.022203,1,JUN,JUN,-2.4,-2.6,-2.2,,,73.0,3.8,-6.5,660.2,,1026.1,3108.0,,9.0,320.0,3.7,13.3,32.4,8.7,31.3,,,,,827.0,224.0,,,,57.0,0.275,638.0261840820312,-635.77880859375,765.41748046875,995.026940772971,39.71404307188509
8500f990-d7a6-11ed-a8d1-4961cd70d9e1,8.209308 46.504515,2023-04-12 12:00:00+02:00,7,NATURAL,SLAB,4,WET,S,232,46.504515,8.209308,0,ULR,ULR,11.2,10.8,11.8,14.7,13.8,50.5,6.7,1.3,855.9,,1006.8,,1404.7,7.0,101.0,2.3,8.3,25.2,6.9,24.8,,,0.0,0.0,467.0,321.0,,,434.0,0.0,0.275,685.5072631835938,-1156.201171875,134.2529296875,1163.9695008782662,83.37672982311005
6e6f00b6-dfe0-4527-9b3f-7c45ffdf4fee,8.379219 46.783826,2023-04-01 07:00:00.000 +0200,4,EXPLOSIVE,SLAB,2,DRY,N,114,46.783826,8.379219,1,TIT,TIT,-10.8,-10.8,-10.6,,,97.0,2.6,-11.1,686.0,,1004.5,2941.7,,25.3,286.0,14.5,52.2,91.1,24.5,88.2,,,,,91.0,,,,,,0.013,740.6515502929688,-445.05615234375,-1093.90869140625,1180.9789176243398,157.8610771717615
792e43cf-e040-4ad1-98dd-47672e4855cd,8.426192 46.777884,2023-04-13 07:00:00.000 +0200,0,EXPLOSIVE,SLAB,2,DRY,NE,161,46.777884,8.426192,1,TIT,TIT,-13.5,-13.7,-13.0,,,100.0,2.2,-13.5,683.5,,1001.1,2915.8,,10.2,306.0,5.7,20.5,36.7,9.9,35.6,,,,,127.0,,,,,,0.019,762.9501342773438,-1177.0751953125,-389.90478515625,1239.9724823187414,108.32739193972753
bc76da5f-d990-4bb2-a099-1ab0703da0a4,8.422538 46.779775,2023-05-03 07:30:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,N,107,46.779775,8.422538,0,TIT,TIT,-1.2,-1.4,-1.0,,,12.9,0.7,-26.3,700.1,,1023.7,3098.4,,15.2,59.0,9.4,33.8,54.7,14.1,50.8,,,,,410.0,,,,,,0.202,760.8377075195312,-135.46142578125,-1545.99609375,1551.91936638633,174.99248631940367
11f734d7-e1b6-4c3b-8fe6-abdd0b39cea0,8.385873 46.778735,2023-04-12 08:00:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,NE,77,46.778735,8.385873,0,TIT,TIT,-4.5,-4.7,-4.3,,,96.7,4.2,-5.0,689.8,,1009.7,2982.1,,21.3,256.0,9.9,35.6,76.7,20.0,72.0,,,,,216.0,,,,,,0.045,738.159423828125,-807.4951171875,-2791.95556640625,2906.383362371265,163.86896488795355
233c98fe-a27b-4c5e-992f-1bc9cdd0362a,8.422835 46.779803,2023-04-25 07:00:00.000 +0200,3,EXPLOSIVE,SLAB,2,DRY,N,137,46.779803,8.422835,1,TIT,TIT,-10.2,-10.4,-10.0,,,98.9,2.8,-10.3,687.7,,1006.9,2961.3,,16.3,291.0,10.1,36.4,58.7,15.8,56.9,,,,,90.0,,,,,,0.015,761.37451171875,-2.08740234375,-1899.31640625,1899.3175533067028,179.93703034634154
b1c2736c-200d-4a78-a75a-d1aa12bb81e8,7.992735 46.584254,2023-06-05 08:00:00.000 +0200,3,EXPLOSIVE,UNKNOWN,0,UNKNOWN,,4,46.584254,7.992735,1,JUN,JUN,-2.8,-3.1,-2.3,,,58.3,2.9,-9.9,659.1,,1024.6,3096.0,,2.9,323.0,0.5,1.8,10.4,2.8,10.1,,,,,685.0,192.0,,,,60.0,0.264,629.8162231445312,-922.6318359375,1105.8837890625,1440.2181986062508,39.83802821390573
f4bf91bd-2855-4c53-b901-3cb18add524d,8.420301 46.78111,2023-04-17 08:00:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,N,160,46.78111,8.420301,0,TIT,TIT,-9.6,-9.7,-9.4,,,91.6,2.7,-10.7,694.0,,1015.4,3030.7,,16.1,31.0,6.3,22.7,58.0,15.2,54.7,,,,,296.0,,,,,,0.057,759.58349609375,874.072265625,-621.826171875,1072.6929260340712,234.57146728890586
9793e5e8-7a24-425c-8b33-04a387b5aa44,8.40304 46.792701,2023-04-05 06:30:00+02:00,2,EXPLOSIVE,SLAB,1,DRY,NW,61,46.792701,8.40304,0,ENG,ENG,-3.7,-4.3,-3.4,-5.7,-6.1,93.1,4.3,-4.7,898.2,,1017.1,,1470.5,2.0,198.0,0.7,2.5,7.2,1.9,6.8,0.0,,0.0,0.0,12.0,226.0,,,,0.0,0.012,753.0325317382812,-2151.45263671875,-107.33642578125,2154.1284911405714,92.8561304264642
bafec949-69be-4d29-96df-732ded5d7686,8.389718 46.787228,2023-04-01 08:00:00.000 +0200,3,EXPLOSIVE,SLAB,1,DRY,N,70,46.787228,8.389718,1,TIT,TIT,-10.5,-10.6,-10.3,,,95.9,2.7,-11.1,686.2,,1004.9,2944.5,,24.1,280.0,14.1,50.8,86.8,23.6,85.0,,,,,202.0,,,,,,0.026,746.5532836914062,2276.91650390625,-1173.01025390625,2561.308615050101,242.74361235020513
35790a01-26e9-458d-9830-8b595ce08bc3,8.391669 46.779911,2023-04-18 16:00:00+02:00,5,PERSON,SLAB,3,DRY,NW,107,46.779911,8.391669,0,TIT,TIT,-5.9,-6.1,-5.7,,,85.7,3.4,-7.9,696.1,,1018.2,3053.4,,6.1,125.0,4.4,15.8,22.0,6.0,21.6,,,,,361.0,,,,,,0.092,743.1171875,488.671875,304.1015625,575.5675127480329,301.89409339107294
850fbf08-4de4-4e22-97a7-6ee73d0c55e0,8.423568 46.779438,2023-04-28 07:30:00+02:00,2,EXPLOSIVE,SLAB,2,DRY,N,153,46.779438,8.423568,0,TIT,TIT,-1.2,-1.4,-0.7,,,99.9,5.6,-1.2,698.5,,1021.5,3080.9,,23.3,274.0,11.7,42.1,83.9,22.6,81.4,,,,,112.0,,,,,,0.025,763.22314453125,604.35791015625,-1931.72607421875,2024.0588206336824,197.3727625092364
fe8541fa-4448-482f-8c28-995faac1b624,8.419783 46.781356,2023-04-17 07:30:00+02:00,2,EXPLOSIVE,SLAB,1,DRY,N,149,46.781356,8.419783,0,TIT,TIT,-9.4,-9.6,-9.3,,,95.6,2.9,-10.0,694.0,,1015.4,3030.7,,12.7,29.0,5.5,19.8,45.7,11.9,42.8,,,,,131.0,,,,,,0.028,758.8815307617188,-1939.5263671875,-1050.18310546875,2205.594496734957,118.43393634386692
564bddb0-e717-11ed-acf0-f7b342f82229,7.822357 46.529218,2023-05-02 12:00:00+02:00,7,NATURAL,SLAB,3,UNKNOWN,N,222,46.529218,7.822357,0,INT,INT,13.9,13.3,14.4,26.4,23.8,63.0,10.0,7.0,953.7,1021.0,1021.9,,,4.6,32.0,2.1,7.6,16.6,4.4,15.8,0.0,,0.0,,720.0,,,,391.0,28.0,0.395,666.2966918945312,248.291015625,-37.5732421875,251.11785473871532,261.394866180814
97f65a13-9c8a-44c6-b5dc-c7c4d60fed1e,7.972757 46.575628,2023-04-18 07:30:00+02:00,2,EXPLOSIVE,SLAB,1,DRY,N,75,46.575628,7.972757,0,JUN,JUN,-10.8,-11.3,-10.6,,,83.1,2.2,-13.2,652.4,,1015.0,3030.9,,3.5,139.0,2.0,7.2,12.6,3.5,12.6,,,,,286.0,173.0,,,,59.0,0.065,645.8840942382812,95.47119140625,1123.35205078125,1127.4016934451397,355.1422324947262
be39a3d6-d2cf-47e2-870e-49c1b9134b29,8.422461 46.779843,2023-05-20 07:00:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,N,76,46.779843,8.422461,0,TIT,TIT,-1.4,-2.0,-0.5,,,83.7,4.6,-3.8,696.2,,1018.4,3054.6,,16.0,139.0,11.3,40.7,57.6,15.4,55.4,,,,,346.0,,,,,,0.092,760.8377075195312,-135.46142578125,-1545.99609375,1551.91936638633,174.99248631940367
35750744-ea24-4b2e-81ea-9ce6b475ccb9,8.42211 46.780566,2023-04-16 06:30:00+02:00,5,EXPLOSIVE,SLAB,2,DRY,N,241,46.780566,8.42211,0,TIT,TIT,-9.8,-9.9,-9.7,,,93.4,2.7,-10.7,692.3,,1013.1,3011.9,,10.6,343.0,2.7,9.7,38.2,10.1,36.4,,,,,29.0,,,,,,0.013,761.1071166992188,1203.8818359375,-1454.69970703125,1888.2485833536457,219.61051112267845
f4bbdd10-e717-11ed-acf0-f7b342f82229,7.841373 46.562945,2023-05-01 12:00:00+02:00,7,NATURAL,UNKNOWN,3,UNKNOWN,NW,157,46.562945,7.841373,0,INT,INT,10.5,10.4,10.6,12.5,12.3,87.4,11.1,8.5,949.8,1017.7,1017.8,,,1.2,270.0,0.5,1.8,4.3,1.2,4.3,0.0,,1.3,,127.0,,,,126.0,0.0,0.082,665.4730224609375,-145.78857421875,540.41748046875,559.7368681522844,15.097306660713329
d68cc42c-2801-4238-bb58-3d963f2ab1ea,8.380899 46.782267,2023-04-02 07:00:00+02:00,4,EXPLOSIVE,SLAB,3,DRY,N,112,46.782267,8.380899,0,TIT,TIT,-11.8,-11.9,-11.7,,,95.3,2.4,-12.4,688.8,,1008.4,2974.4,,8.9,313.0,5.2,18.7,32.0,8.8,31.7,,,,,127.0,,,,,,0.022,740.3651733398438,2322.18017578125,308.7158203125,2342.6109848847414,277.5726253123122
2a2d7868-aa56-44d4-b082-8c267cccfbe3,8.388637 46.786311,2023-04-13 07:30:00+02:00,2,EXPLOSIVE,LOOSE_SNOW,1,DRY,NW,80,46.786311,8.388637,0,TIT,TIT,-13.5,-13.7,-13.0,,,100.0,2.2,-13.5,683.5,,1001.1,2915.8,,10.2,306.0,5.7,20.5,36.7,9.9,35.6,,,,,127.0,,,,,,0.019,745.34130859375,-705.322265625,-46.25244140625,706.8371712936591,93.75187474862615
74720590-2505-48bc-ad7b-327442e7d8ae,8.216759 46.608474,2023-04-21 12:00:00+02:00,7,PERSON,SLAB,1,DRY,N,130,46.608474,8.216759,0,GRH,GRH,1.9,1.3,2.4,,,76.3,5.4,-1.8,799.3,,1013.9,,1461.9,10.7,152.0,7.0,25.2,38.5,10.2,36.7,,,0.0,186.0,555.0,311.0,,,,0.0,0.188,678.3681640625,1724.96337890625,-1325.93994140625,2175.6873366327427,232.45134135486592
4b5d9a70-d15e-11ed-94cc-21edfa2a74e3,8.233716 46.754659,2023-04-03 15:30:00+02:00,1,NATURAL,FULL_DEPTH,2,WET,S,16,46.754659,8.233716,0,MER,MER,4.5,4.3,4.7,5.7,5.4,67.9,5.7,-0.9,950.7,1021.5,1019.9,,,12.7,327.0,6.2,22.3,45.7,12.3,44.3,0.0,,0.0,,198.0,,,,191.0,0.0,0.113,664.812255859375,-231.48193359375,-347.8271484375,417.81288966529496,146.35589611458641
3c08ef45-da0c-4efd-bbb0-523da6d751f9,8.422511 46.78003,2023-04-30 07:30:00+02:00,2,EXPLOSIVE,SLAB,2,DRY,N,113,46.78003,8.422511,0,TIT,TIT,-2.5,-2.8,-2.2,,,55.7,2.8,-10.2,696.8,,1019.2,3060.9,,4.1,178.0,2.8,10.1,14.8,3.8,13.7,,,,,281.0,,,,,,0.108,760.8434448242188,714.55078125,-1498.095703125,1659.7811767539038,205.4998686787384
c98d2b1a-9c67-4f2a-8b1b-1b27502b6c5d,8.423896 46.779967,2023-04-13 07:00:00+02:00,3,EXPLOSIVE,SLAB,1,DRY,NW,211,46.779967,8.423896,0,TIT,TIT,-13.5,-13.7,-13.0,,,100.0,2.2,-13.5,683.5,,1001.1,2915.8,,10.2,306.0,5.7,20.5,36.7,9.9,35.6,,,,,127.0,,,,,,0.019,764.029541015625,305.74951171875,-790.576171875,847.6399279486448,201.1436112374965
5f7c51f6-7065-4c64-860a-51df7287e4b5,8.42359 46.779392,2023-05-19 07:00:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,N,108,46.779392,8.42359,0,TIT,TIT,-2.9,-3.2,-2.4,,,86.1,4.2,-4.9,697.8,,1020.6,3072.9,,10.4,165.0,6.6,23.8,37.4,10.0,36.0,,,,,261.0,,,,,,0.076,763.22314453125,604.35791015625,-1931.72607421875,2024.0588206336824,197.3727625092364
97c5682e-950b-4c24-8c69-651f6ff3d0c8,8.035288 46.786336,2023-04-19 10:30:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,S,32,46.786336,8.035288,0,BRZ,BRZ,,,,,,,,,952.0,,1018.7,,,4.7,258.0,2.9,10.4,16.9,4.6,16.6,,,0.0,,,,,,,,,622.7722778320312,-650.93994140625,-661.376953125,927.9775220569088,135.4556705144938
8b4032b5-5847-4489-a91a-a268f821bb88,8.425022 46.770122,2023-05-19 09:30:00+02:00,2,EXPLOSIVE,SLAB,2,DRY,S,166,46.770122,8.425022,0,TIT,TIT,-2.6,-2.9,-2.2,,,86.6,4.4,-4.5,697.8,,1020.6,3072.4,,12.1,134.0,8.6,31.0,43.6,11.7,42.1,,,,,638.0,,,,,,0.157,761.7406616210938,1075.89111328125,-1517.2119140625,1859.9660426499088,215.34136178213532
0d6a183c-f453-4a31-98c7-90213921e278,8.417328 46.785788,2023-04-05 06:30:00+02:00,2,EXPLOSIVE,SLAB,1,DRY,NW,74,46.785788,8.417328,0,TIT,TIT,-13.7,-14.0,-13.6,,,30.5,0.7,-27.4,689.5,,1009.3,2982.9,,8.5,4.0,5.2,18.7,30.6,7.6,27.4,,,,,54.0,,,,,,0.041,760.0443725585938,104.26025390625,-1012.060546875,1017.4167047407467,185.88173690537573
d940ed50-ecda-11ed-aeab-3b3cc7819483,7.967581 46.511291,2023-05-06 12:00:00.000 +0200,7,NATURAL,SLAB,3,UNKNOWN,S,248,46.511291,7.967581,1,JUN,JUN,-2.9,-3.2,-2.5,,,70.1,3.5,-7.6,659.9,,1025.6,3105.1,,12.0,312.0,4.9,17.6,43.2,11.6,41.8,,,,,1034.0,211.0,,,,60.0,0.32,673.9722900390625,404.18701171875,1046.77734375,1122.1006852463993,338.88717349648687
26ffd848-b17b-4d9b-a93a-0d9106053d47,8.073009 46.53608,2023-05-23 12:00:00+02:00,7,PERSON,SLAB,3,DRY,,203,46.53608,8.073009,0,JUN,JUN,-0.5,-1.4,0.2,,,83.2,4.9,-3.0,660.4,,1026.4,3107.4,,4.3,135.0,2.4,8.6,15.5,4.1,14.8,,,,,1139.0,229.0,,,,60.0,0.44,618.4442138671875,74.37744140625,198.8525390625,212.30717388195632,339.4925369814307
b1c2736c-200d-4a78-a75a-d1aa12bb81e8,7.992735 46.584254,2023-06-09 08:00:00+02:00,3,EXPLOSIVE,UNKNOWN,0,UNKNOWN,,6,46.584254,7.992735,0,JUN,JUN,-1.5,-1.9,-1.1,,,61.4,3.4,-8.0,659.0,,1024.3,3091.6,,7.2,337.0,1.5,5.4,25.9,6.9,24.8,,,,,685.0,203.0,,,,60.0,0.264,629.8162231445312,-922.6318359375,1105.8837890625,1440.2181986062508,39.83802821390573
72a5d090-d8f5-11ed-9de9-4bc775516e2e,8.249382 46.761703,2023-04-13 16:00:00+02:00,3,NATURAL,FULL_DEPTH,2,WET,SW,71,46.761703,8.249382,0,MER,MER,4.5,4.3,4.8,5.5,5.0,79.1,6.7,1.2,940.6,1010.6,1009.2,,,2.6,324.0,1.1,4.0,9.4,2.6,9.4,0.0,,0.0,,160.0,,,,149.0,0.0,0.075,673.8353271484375,-344.42138671875,-843.0908203125,910.7295004140751,157.7788910334798
e18fb476-2bc8-4cdf-829a-b6f36d7508bd,8.420851 46.780719,2023-04-25 00:00:00.000 +0200,6,NATURAL,SLAB,2,DRY,NW,121,46.780719,8.420851,1,TIT,TIT,-9.7,-10.0,-9.1,,,98.9,2.9,-9.8,689.8,,1009.7,2984.4,,15.3,252.0,4.8,17.3,55.1,15.2,54.7,,,,,0.0,,,,,,-0.001,759.5701904296875,1050.62255859375,-655.8837890625,1238.544026420159,238.02424677849248
8b4032b5-5847-4489-a91a-a268f821bb88,8.425022 46.770122,2023-05-16 09:30:00+02:00,2,EXPLOSIVE,SLAB,2,DRY,S,162,46.770122,8.425022,0,TIT,TIT,-5.9,-6.0,-5.7,,,98.7,3.9,-6.0,691.9,,1012.6,3006.5,,16.7,14.0,9.2,33.1,60.1,15.8,56.9,,,,,330.0,,,,,,0.064,761.7406616210938,1075.89111328125,-1517.2119140625,1859.9660426499088,215.34136178213532
3c08ef45-da0c-4efd-bbb0-523da6d751f9,8.422511 46.78003,2023-04-28 07:30:00+02:00,2,EXPLOSIVE,SLAB,2,DRY,N,113,46.78003,8.422511,0,TIT,TIT,-1.2,-1.4,-0.7,,,99.9,5.6,-1.2,698.5,,1021.5,3080.9,,23.3,274.0,11.7,42.1,83.9,22.6,81.4,,,,,112.0,,,,,,0.025,760.8434448242188,714.55078125,-1498.095703125,1659.7811767539038,205.4998686787384
e5f438a3-68c9-465f-a6d1-9ab6a2ebaf71,8.384832 46.783436,2023-04-01 08:00:00+02:00,3,EXPLOSIVE,SLAB,1,DRY,N,68,46.783436,8.384832,0,TIT,TIT,-10.5,-10.6,-10.3,,,95.9,2.7,-11.1,686.2,,1004.9,2944.5,,24.1,280.0,14.1,50.8,86.8,23.6,85.0,,,,,202.0,,,,,,0.026,742.1997680664062,-14.2822265625,283.0078125,283.3679656058845,2.8890286260990763
40432ba0-e72a-11ed-8f49-75cb9dad9a7e,7.996764 46.557888,2023-04-29 12:00:00.000 +0200,7,NATURAL,SLAB,3,DRY,S,321,46.557888,7.996764,1,JUN,JUN,-5.4,-5.5,-5.3,,,87.5,3.6,-7.1,657.1,,1021.7,3076.0,,7.0,314.0,4.4,15.8,25.2,6.5,23.4,,,,,974.0,244.0,,,,36.0,0.263,636.23876953125,-1407.12890625,701.5869140625,1572.3345562532368,63.499402519328505
a4ad0c82-16f6-4de1-af92-ac146cabf042,8.423474 46.779387,2023-05-02 07:30:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,N,131,46.779387,8.423474,0,TIT,TIT,-6.7,-6.9,-6.5,,,97.5,3.6,-7.1,697.0,,1019.6,3064.7,,10.9,23.0,7.1,25.6,39.2,10.7,38.5,,,,,152.0,,,,,,0.033,763.22314453125,604.35791015625,-1931.72607421875,2024.0588206336824,197.3727625092364
50fbf8f0-dd0c-11ed-8f1e-7bb69ddca4ec,8.23687 46.747556,2023-04-18 12:00:00+02:00,5,NATURAL,SLAB,2,DRY,N,68,46.747556,8.23687,0,MER,MER,14.6,13.7,15.7,22.4,22.0,50.9,8.5,4.5,947.4,1015.3,1016.4,,,7.5,294.0,2.8,10.1,27.0,7.3,26.3,0.0,,0.0,,876.0,,,,114.0,60.0,0.485,666.6058349609375,-1043.9208984375,-1423.49853515625,1765.2532174695355,143.74558715192933
3a0dd0e2-9199-4139-bb1e-3327bd98128b,8.425944 46.778157,2023-04-14 07:00:00+02:00,3,EXPLOSIVE,SLAB,2,DRY,NE,229,46.778157,8.425944,0,TIT,TIT,-13.4,-13.7,-13.1,,,99.4,2.2,-13.5,684.7,,1002.8,2929.1,,9.3,318.0,3.0,10.8,33.5,8.9,32.0,,,,,121.0,,,,,,0.023,763.0839233398438,1136.09619140625,2768.994140625,2992.9990155266287,337.6920487492303
e18fb476-2bc8-4cdf-829a-b6f36d7508bd,8.420851 46.780719,2023-04-28 00:00:00+02:00,6,NATURAL,SLAB,2,DRY,NW,132,46.780719,8.420851,0,TIT,TIT,-2.4,-2.7,-2.2,,,57.6,2.9,-10.2,698.9,,1022.0,3084.8,,16.2,261.0,10.5,37.8,58.3,15.9,57.2,,,,,0.0,,,,,,0.023,759.5701904296875,1050.62255859375,-655.8837890625,1238.544026420159,238.02424677849248
97f65a13-9c8a-44c6-b5dc-c7c4d60fed1e,7.972757 46.575628,2023-04-16 07:30:00+02:00,2,EXPLOSIVE,SLAB,1,DRY,N,103,46.575628,7.972757,0,JUN,JUN,-12.2,-12.6,-11.9,,,92.2,2.2,-13.2,650.5,,1012.2,3010.1,,18.5,302.0,11.9,42.8,66.6,18.2,65.5,,,,,198.0,261.0,,,,0.0,0.027,645.8840942382812,95.47119140625,1123.35205078125,1127.4016934451397,355.1422324947262
10ab716e-5fe3-4dac-9343-2f5c3d5e2a92,8.244594 46.61198,2023-05-10 12:00:00+02:00,7,NATURAL,SLAB,4,WET,NW,111,46.61198,8.244594,0,GRH,GRH,1.8,1.4,1.9,,,94.4,6.6,1.0,801.0,,1016.0,,1479.2,9.9,355.0,5.8,20.9,35.6,9.3,33.5,,,0.0,106.0,448.0,319.0,,,,0.0,0.142,680.986328125,-652.8076171875,-236.75537109375,694.4140629334639,109.93431582636845
50374fe0-d439-11ed-a920-a702e6e7f311,8.245848 46.760908,2023-04-08 16:00:00+02:00,2,NATURAL,FULL_DEPTH,1,WET,SW,42,46.760908,8.245848,0,MER,MER,10.6,10.5,10.8,11.0,10.2,47.8,6.1,0.0,950.8,1020.0,1020.0,,,11.8,317.0,6.0,21.6,42.5,11.2,40.3,0.0,,0.0,,190.0,,,,183.0,0.0,0.18,672.4798583984375,248.18115234375,-138.6474609375,284.2833143240863,240.8099044636349
c8955470-dce3-11ed-bcd6-6b951ea9af39,8.419791 46.782658,2023-04-17 12:00:00+02:00,7,EXPLOSIVE,SLAB,2,DRY,N,286,46.782658,8.419791,0,TIT,TIT,-8.6,-8.9,-8.4,,,81.2,2.6,-11.2,694.1,,1015.6,3032.1,,10.1,94.0,5.2,18.7,36.4,9.7,34.9,,,,,980.0,,,,,,0.21,760.7146606445312,3990.0146484375,1105.0048828125,4140.199594921155,285.47967510578906
37f6f440-e68a-11ed-9633-279e930b62b5,7.970158 46.5442,2023-04-30 12:00:00+02:00,7,NATURAL,SLAB,2,DRY,SE,260,46.5442,7.970158,0,JUN,JUN,-3.7,-4.4,-3.3,,,88.8,4.1,-5.3,656.2,,1020.4,3062.2,,5.7,135.0,4.4,15.8,20.5,5.5,19.8,,,,,676.0,258.0,,,,0.0,0.202,659.6864624023438,-1524.90234375,127.6611328125,1530.236753840795,85.21449516841656
26ffd848-b17b-4d9b-a93a-0d9106053d47,8.073009 46.53608,2023-05-25 12:00:00+02:00,7,PERSON,SLAB,3,DRY,,199,46.53608,8.073009,0,JUN,JUN,-3.2,-3.5,-2.9,,,99.0,4.8,-3.3,660.6,,1026.6,3114.1,,20.7,143.0,14.9,53.6,74.5,20.4,73.4,,,,,684.0,295.0,,,,0.0,0.118,618.4442138671875,74.37744140625,198.8525390625,212.30717388195632,339.4925369814307
b2b22272-2994-46f8-ba69-aa77d0ffdafa,8.420101 46.781175,2023-04-28 00:00:00+02:00,6,NATURAL,SLAB,2,DRY,N,124,46.781175,8.420101,0,TIT,TIT,-2.4,-2.7,-2.2,,,57.6,2.9,-10.2,698.9,,1022.0,3084.8,,16.2,261.0,10.5,37.8,58.3,15.9,57.2,,,,,0.0,,,,,,0.023,759.620849609375,-140.51513671875,692.138671875,706.2580581855176,11.475986466331335
ae543637-3b77-4592-997d-c9f3fc4c3078,8.424992 46.778957,2023-04-27 07:30:00+02:00,2,EXPLOSIVE,SLAB,2,DRY,N,216,46.778957,8.424992,0,TIT,TIT,-7.2,-7.3,-7.1,,,89.9,3.2,-8.6,696.2,,1018.4,3055.0,,8.5,238.0,4.7,16.9,30.6,8.4,30.2,,,,,272.0,,,,,,0.062,763.2218017578125,1885.0341796875,538.87939453125,1960.5470819239442,285.9537753137972
729aca22-4176-463d-b386-a7be12b79b0f,8.424589 46.778965,2023-04-27 07:00:00+02:00,3,EXPLOSIVE,SLAB,2,DRY,N,205,46.778965,8.424589,0,TIT,TIT,-7.2,-7.3,-7.1,,,89.9,3.2,-8.6,696.2,,1018.4,3055.0,,8.5,238.0,4.7,16.9,30.6,8.4,30.2,,,,,272.0,,,,,,0.062,763.47265625,893.29833984375,435.05859375,993.6085265150091,295.96723836070544
27d50482-68af-45c1-b95c-82786dd48176,7.97274 46.575625,2023-04-05 08:00:00+02:00,3,EXPLOSIVE,LOOSE_SNOW,1,DRY,N,61,46.575625,7.97274,0,JUN,JUN,-18.3,-18.4,-18.1,,,60.0,0.9,-24.2,647.1,,1007.3,2983.8,,11.2,300.0,8.6,31.0,40.3,11.1,40.0,,,,,528.0,167.0,,,,60.0,0.065,645.8840942382812,95.47119140625,1123.35205078125,1127.4016934451397,355.1422324947262
1851a448-559e-4572-8066-2824a030e41d,8.385872 46.778947,2023-04-15 07:30:00+02:00,2,EXPLOSIVE,LOOSE_SNOW,1,DRY,NE,146,46.778947,8.385872,0,TIT,TIT,-9.0,-9.1,-8.8,,,97.9,3.0,-9.3,685.0,,1003.1,2929.2,,13.6,300.0,9.7,34.9,49.0,13.3,47.9,,,,,147.0,,,,,,0.023,738.9261474609375,1856.9091796875,715.4296875,1989.9626477308693,291.07066856438576
74720590-2505-48bc-ad7b-327442e7d8ae,8.216759 46.608474,2023-04-25 12:00:00+02:00,7,PERSON,SLAB,1,DRY,N,94,46.608474,8.216759,0,GRH,GRH,-2.5,-2.8,-2.0,,,93.0,4.7,-3.5,797.8,,1012.0,,1454.5,9.6,346.0,4.8,17.3,34.6,9.2,33.1,,,2.7,188.0,441.0,299.0,,,,0.0,0.122,678.3681640625,1724.96337890625,-1325.93994140625,2175.6873366327427,232.45134135486592
a4ad0c82-16f6-4de1-af92-ac146cabf042,8.423474 46.779387,2023-05-04 07:30:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,N,128,46.779387,8.423474,0,TIT,TIT,0.3,0.1,0.6,,,29.4,1.8,-15.5,701.8,,1026.0,3118.3,,6.5,307.0,4.7,16.9,23.4,6.5,23.4,,,,,407.0,,,,,,0.18,763.22314453125,604.35791015625,-1931.72607421875,2024.0588206336824,197.3727625092364
11f734d7-e1b6-4c3b-8fe6-abdd0b39cea0,8.385873 46.778735,2023-04-15 08:00:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,NE,110,46.778735,8.385873,0,TIT,TIT,-8.8,-8.9,-8.7,,,97.5,3.1,-9.1,685.0,,1003.2,2929.3,,13.4,306.0,10.3,37.1,48.2,12.9,46.4,,,,,285.0,,,,,,0.043,738.159423828125,-807.4951171875,-2791.95556640625,2906.383362371265,163.86896488795355
d1dc6b80-4759-4599-8761-9b826a9ee094,8.401311 46.769587,2023-04-14 00:00:00+02:00,6,NATURAL,SLAB,3,DRY,NW,192,46.769587,8.401311,0,TIT,TIT,-12.7,-13.1,-12.3,,,100.0,2.3,-12.7,684.0,,1001.8,2921.2,,14.6,328.0,4.3,15.5,52.6,13.7,49.3,,,,,0.0,,,,,,-0.002,747.0386352539062,-160.400390625,-956.9091796875,970.2594825524029,170.48434964326998
97c5682e-950b-4c24-8c69-651f6ff3d0c8,8.035288 46.786336,2023-04-21 10:30:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,S,36,46.786336,8.035288,0,BRZ,BRZ,,,,,,,,,944.6,,1010.9,,,4.7,261.0,2.6,9.4,16.9,4.5,16.2,,,0.0,,,,,,,,,622.7722778320312,-650.93994140625,-661.376953125,927.9775220569088,135.4556705144938
