avalanche_id,location,trigger_date_time,trigger_date_time_accuracy_code,trigger_type,avalanche_type,avalanche_size,avalanche_moisture,start_zone_aspect,snow_depth_sat,lat,lon,Avalanche Event,closest_station,station_abbr,tre200h0,tre200hn,tre200hx,tre005h0,tre005hn,ure200h0,pva200h0,tde200h0,prestah0,pp0qffh0,pp0qnhh0,ppz700h0,ppz850h0,fkl010h1,dkl010h0,fkl010h0,fu3010h0,fu3010h1,fkl010h3,fu3010h3,wcc006h0,fve010h0,rre150h0,htoauths,gre000h0,oli000h0,olo000h0,osr000h0,ods000h0,sre000h0,erefaoh0
8b5b35b0-dd0c-11ed-8f1e-7bb69ddca4ec,8.229566 46.753026,2023-04-17 12:30:00+02:00,0,NATURAL,FULL_DEPTH,2,WET,SE,0,46.709423976632394,8.204981801105642,0,MER,MER,11.6,11.2,11.9,19.5,18.3,60.7,8.3,4.2,949.4,1018.2,1018.5,,,8.4,327.0,3.8,13.7,30.2,8.1,29.2,0.0,,0.0,,848.0,,,,368.0,39.0,0.412
b1c2736c-200d-4a78-a75a-d1aa12bb81e8,7.992735 46.584254,2023-06-05 08:00:00+02:00,3,EXPLOSIVE,UNKNOWN,0,UNKNOWN,,76,46.56676796014273,7.992743784132548,0,JUN,JUN,-2.8,-3.1,-2.3,,,58.3,2.9,-9.9,659.1,,1024.6,3096.0,,2.9,323.0,0.5,1.8,10.4,2.8,10.1,,,,,685.0,192.0,,,,60.0,0.264
72a5d090-d8f5-11ed-9de9-4bc775516e2e,8.249382 46.761703,2023-04-11 16:00:00+02:00,3,NATURAL,FULL_DEPTH,2,WET,SW,64,46.77783326419244,8.256361525994507,0,GIH,GIH,9.4,9.3,9.6,,,97.7,11.5,9.1,963.1,1019.1,1018.8,,,2.1,40.0,0.8,2.9,7.6,2.0,7.2,0.0,,0.0,,141.0,,,,135.0,0.0,0.072
e18fb476-2bc8-4cdf-829a-b6f36d7508bd,8.420851 46.780719,2023-04-28 00:00:00+02:00,6,NATURAL,SLAB,2,DRY,NW,142,46.77616327455354,8.413998531990982,0,TIT,TIT,-2.4,-2.7,-2.2,,,57.6,2.9,-10.2,698.9,,1022.0,3084.8,,16.2,261.0,10.5,37.8,58.3,15.9,57.2,,,,,0.0,,,,,,0.023
8cc2e1b0-ecd3-11ed-8adc-7d70564ee41a,8.023437 46.573593,2023-05-05 12:00:00+02:00,10,NATURAL,SLAB,4,WET,,27,46.5968984807474,7.989291467157725,0,JUN,JUN,-1.9,-2.3,-1.4,,,79.7,4.2,-5.0,661.1,,1027.3,3117.7,,8.7,152.0,4.1,14.8,31.3,8.4,30.2,,,,,882.0,246.0,,,,41.0,0.291
514e8b36-8761-43bc-a150-8a7eaeb0c925,8.038115 46.78053,2023-05-10 11:00:00+02:00,4,EXPLOSIVE,FULL_DEPTH,1,WET,NW,0,46.814214853584254,8.003186071099721,0,FLU,FLU,8.7,8.1,9.0,,,84.0,9.5,6.1,,,,,,6.4,121.0,1.7,6.1,23.0,5.9,21.2,,,0.1,,,,,,,,
6e6f00b6-dfe0-4527-9b3f-7c45ffdf4fee,8.379219 46.783826,2023-04-02 07:00:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,N,87,46.79455766369479,8.421687269077598,0,TIT,TIT,-11.8,-11.9,-11.7,,,95.3,2.4,-12.4,688.8,,1008.4,2974.4,,8.9,313.0,5.2,18.7,32.0,8.8,31.7,,,,,127.0,,,,,,0.022
37f6f440-e68a-11ed-9633-279e930b62b5,7.970158 46.5442,2023-04-30 12:00:00+02:00,7,NATURAL,SLAB,2,DRY,SE,222,46.53389712545549,7.9945669301917075,0,JUN,JUN,-3.7,-4.4,-3.3,,,88.8,4.1,-5.3,656.2,,1020.4,3062.2,,5.7,135.0,4.4,15.8,20.5,5.5,19.8,,,,,676.0,258.0,,,,0.0,0.202
514e8b36-8761-43bc-a150-8a7eaeb0c925,8.038115 46.78053,2023-05-11 11:00:00+02:00,4,EXPLOSIVE,FULL_DEPTH,1,WET,NW,9,46.80602804221949,8.011722221697314,0,BRZ,BRZ,,,,,,,,,948.8,,1015.3,,,4.3,254.0,1.0,3.6,15.5,4.1,14.8,,,0.0,,,,,,,,
529f5410-e6a1-11ed-9300-179866ebe517,7.727729 46.504859,2023-04-30 17:00:00+02:00,3,UNKNOWN,UNKNOWN,1,WET,,69,46.52825049036419,7.745877570626814,0,FRU,FRU,11.5,11.1,11.9,,,85.8,11.6,9.2,,,,,,5.0,18.0,1.6,5.8,18.0,4.8,17.3,,,1.4,,14.0,367.0,,,13.0,0.0,
f4bbdd10-e717-11ed-acf0-f7b342f82229,7.841373 46.562945,2023-04-30 12:00:00+02:00,7,NATURAL,UNKNOWN,3,UNKNOWN,NW,155,46.562118671534,7.848401412777275,0,INT,INT,14.9,14.7,15.1,19.6,18.8,68.7,11.6,9.2,948.1,1014.8,1016.0,,,8.5,300.0,4.5,16.2,30.6,7.9,28.4,0.0,,0.0,,475.0,,,,440.0,0.0,0.283
9312b9e3-9422-40e1-8539-92240b8f9de8,8.390152 46.787449,2023-04-16 07:30:00+02:00,2,EXPLOSIVE,LOOSE_SNOW,1,DRY,N,203,46.774930294169344,8.411957425040471,0,TIT,TIT,-9.6,-9.8,-9.5,,,97.1,2.9,-10.0,692.5,,1013.4,3014.3,,8.1,12.0,2.5,9.0,29.2,7.6,27.4,,,,,150.0,,,,,,0.035
b4aeb776-bc6c-459f-adeb-919a10f47c8a,8.420466 46.780907,2023-04-03 07:00:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,NW,94,46.76000769540328,8.394038027409048,0,TIT,TIT,-11.1,-11.4,-10.6,,,93.9,2.5,-11.9,692.7,,1013.6,3017.2,,10.4,32.0,6.3,22.7,37.4,9.9,35.6,,,,,76.0,,,,,,0.018
c8a8b700-feb1-11ed-b35a-bf420b8ac344,8.01247 46.561817,2023-05-28 12:00:00.000 +0200,6,PERSON,SLAB,2,DRY,SE,201,46.561817,8.01247,1,JUN,JUN,-2.1,-2.7,-1.5,,,94.0,4.9,-3.0,660.2,,1026.0,3107.2,,5.6,309.0,2.6,9.4,20.2,5.5,19.8,,,,,773.0,289.0,,,,7.0,0.273
ad1f7e7f-180e-4f38-9562-d610574cd4c5,8.239483 46.749076,2023-04-01 06:30:00+02:00,2,EXPLOSIVE,SLAB,1,DRY,N,0,46.70694086641098,8.228937143808079,0,MER,MER,5.3,5.1,5.6,4.1,3.9,86.6,7.7,3.3,940.6,1010.5,1009.2,,,2.3,90.0,0.9,3.2,8.3,2.2,7.9,0.0,,0.0,,13.0,,,,10.0,0.0,0.016
b4aeb776-bc6c-459f-adeb-919a10f47c8a,8.420466 46.780907,2023-04-03 07:00:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,NW,140,46.762418527582746,8.396812080726274,0,TIT,TIT,-11.1,-11.4,-10.6,,,93.9,2.5,-11.9,692.7,,1013.6,3017.2,,10.4,32.0,6.3,22.7,37.4,9.9,35.6,,,,,76.0,,,,,,0.018
d68cc42c-2801-4238-bb58-3d963f2ab1ea,8.380899 46.782267,2023-04-02 07:00:00+02:00,4,EXPLOSIVE,SLAB,3,DRY,N,0,46.81955744557495,8.38544517100271,0,ENG,ENG,1.5,0.9,2.3,0.8,-0.5,92.6,6.3,0.5,894.4,,1012.9,,1445.3,3.5,90.0,0.9,3.2,12.6,3.3,11.9,0.0,,0.0,0.0,95.0,251.0,,,,6.0,0.037
ce082ed0-ea41-11ed-9704-3747ffc8acfd,7.997493 46.55824,2023-05-04 12:00:00+02:00,7,PERSON,SLAB,3,DRY,S,150,46.52603875093334,8.030378000743708,0,JUN,JUN,-2.7,-3.0,-2.2,,,47.9,2.4,-12.2,661.7,,1028.2,3127.2,,5.8,318.0,3.1,11.2,20.9,5.4,19.4,,,,,1043.0,195.0,,,,60.0,0.37
c2674210-608f-480e-8889-772ed922cf40,8.384094 46.779592,2023-04-04 07:00:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,NE,132,46.788561306068225,8.376562048791472,0,ENG,ENG,-3.7,-3.9,-3.3,-3.3,-3.4,89.3,4.2,-5.2,898.6,,1017.6,,1474.4,5.4,231.0,3.3,11.9,19.4,5.2,18.7,0.0,,0.0,0.0,44.0,289.0,,,,0.0,0.023
97f65a13-9c8a-44c6-b5dc-c7c4d60fed1e,7.972757 46.575628,2023-04-17 07:30:00+02:00,2,EXPLOSIVE,SLAB,1,DRY,N,30,46.61205786098562,7.975309517440531,0,JUN,JUN,-12.2,-12.6,-11.9,,,76.7,1.8,-15.5,651.9,,1014.3,3028.0,,12.4,40.0,5.8,20.9,44.6,12.0,43.2,,,,,277.0,161.0,,,,57.0,0.052
b2b22272-2994-46f8-ba69-aa77d0ffdafa,8.420101 46.781175,2023-04-28 00:00:00+02:00,6,NATURAL,SLAB,2,DRY,N,81,46.789877382074614,8.377124766146647,0,ENG,ENG,8.9,8.5,9.3,7.6,7.4,76.6,8.7,5.0,899.1,,1018.1,,1499.3,4.5,81.0,1.5,5.4,16.2,4.4,15.8,0.0,,0.0,0.0,0.0,334.0,,,,0.0,0.005
d1dc6b80-4759-4599-8761-9b826a9ee094,8.401311 46.769587,2023-04-16 00:00:00+02:00,6,NATURAL,SLAB,3,DRY,NW,117,46.79348262916378,8.41620642321852,0,TIT,TIT,-11.0,-11.2,-10.8,,,100.0,2.6,-11.0,691.6,,1012.1,3004.5,,15.5,331.0,5.9,21.2,55.8,15.2,54.7,,,,,0.0,,,,,,-0.001
68246170-d6db-11ed-8552-37fbec7ec321,8.370977 46.777677,2023-04-10 15:00:00+02:00,3,NATURAL,FULL_DEPTH,2,WET,S,36,46.791007294294374,8.395967867210823,0,ENG,ENG,12.4,12.1,12.8,16.1,15.8,40.5,5.8,-0.7,901.0,,1020.2,,1523.3,7.3,233.0,3.9,14.0,26.3,6.2,22.3,0.0,,0.0,0.0,403.0,301.0,,,,28.0,0.264
ad918400-77b8-4908-b8c3-86205d723ff7,8.426238 46.77793,2023-04-29 07:30:00+02:00,2,EXPLOSIVE,SLAB,2,DRY,NE,0,46.80480019027986,8.388524953600736,0,ENG,ENG,9.5,9.1,10.0,10.0,8.8,88.8,10.5,7.7,898.7,,1017.7,,1497.0,2.9,117.0,0.8,2.9,10.4,2.7,9.7,0.0,,0.0,0.0,150.0,334.0,,,,0.0,0.078
233c98fe-a27b-4c5e-992f-1bc9cdd0362a,8.422835 46.779803,2023-04-25 07:00:00.000 +0200,3,EXPLOSIVE,SLAB,2,DRY,N,137,46.779803,8.422835,1,TIT,TIT,-10.2,-10.4,-10.0,,,98.9,2.8,-10.3,687.7,,1006.9,2961.3,,16.3,291.0,10.1,36.4,58.7,15.8,56.9,,,,,90.0,,,,,,0.015
49e457f5-5bb7-4272-bb56-c1782a243205,8.423263 46.779484,2023-04-19 08:00:00+02:00,4,EXPLOSIVE,SLAB,3,DRY,N,16,46.800177248967096,8.409757674762012,0,ENG,ENG,7.0,5.8,8.3,15.6,12.7,76.2,7.6,3.1,900.1,,1019.2,,1505.6,4.8,204.0,1.9,6.8,17.3,4.1,14.8,0.0,,0.0,0.0,545.0,295.0,,,,55.0,0.227
35790a01-26e9-458d-9830-8b595ce08bc3,8.391669 46.779911,2023-04-17 16:00:00+02:00,5,PERSON,SLAB,3,DRY,NW,123,46.7839088431895,8.396575461126139,0,TIT,TIT,-8.2,-8.6,-7.8,,,96.0,3.2,-8.7,694.3,,1015.8,3034.2,,4.0,175.0,1.5,5.4,14.4,3.7,13.3,,,,,330.0,,,,,,0.087
0d6a183c-f453-4a31-98c7-90213921e278,8.417328 46.785788,2023-04-03 06:30:00+02:00,2,EXPLOSIVE,SLAB,1,DRY,NW,0,46.8138267760905,8.375659218744943,0,ENG,ENG,0.9,0.7,1.2,1.0,0.7,98.4,6.4,0.7,900.2,,1019.3,,1495.6,5.5,236.0,3.0,10.8,19.8,5.4,19.4,0.0,,0.4,0.0,2.0,323.0,,,,0.0,0.012
4067dd0b-f3b4-40af-8872-12824f7b55a6,8.423024 46.779666,2023-04-01 07:00:00+02:00,4,EXPLOSIVE,SLAB,3,DRY,NE,0,46.81334738920267,8.415527107485946,0,ENG,ENG,5.6,4.9,6.3,4.0,3.5,57.4,5.2,-2.2,890.2,,1008.3,,1413.8,6.9,360.0,1.9,6.8,24.8,6.7,24.1,0.0,,0.1,0.0,58.0,318.0,,,,0.0,0.059
11f734d7-e1b6-4c3b-8fe6-abdd0b39cea0,8.385873 46.778735,2023-04-12 08:00:00.000 +0200,4,EXPLOSIVE,SLAB,2,DRY,NE,77,46.778735,8.385873,1,TIT,TIT,-4.5,-4.7,-4.3,,,96.7,4.2,-5.0,689.8,,1009.7,2982.1,,21.3,256.0,9.9,35.6,76.7,20.0,72.0,,,,,216.0,,,,,,0.045
ce082ed0-ea41-11ed-9704-3747ffc8acfd,7.997493 46.55824,2023-05-05 12:00:00+02:00,7,PERSON,SLAB,3,DRY,S,226,46.52794104516589,7.990080781330899,0,JUN,JUN,-1.9,-2.3,-1.4,,,79.7,4.2,-5.0,661.1,,1027.3,3117.7,,8.7,152.0,4.1,14.8,31.3,8.4,30.2,,,,,882.0,246.0,,,,41.0,0.291
f4bbdd10-e717-11ed-acf0-f7b342f82229,7.841373 46.562945,2023-04-29 12:00:00+02:00,7,NATURAL,UNKNOWN,3,UNKNOWN,NW,57,46.568379097320424,7.803557427449056,0,INT,INT,16.4,15.4,17.3,24.7,21.8,70.7,13.2,11.1,948.7,1015.1,1016.6,,,2.5,243.0,0.8,2.9,9.0,2.3,8.3,0.0,,0.0,,638.0,,,,432.0,17.0,0.38
8d0101b0-de65-11ed-ad4d-6fea2397c693,7.846102 46.562407,2023-04-18 12:00:00+02:00,7,NATURAL,FULL_DEPTH,2,WET,S,26,46.58107227438614,7.890088133196801,0,INT,INT,13.4,13.2,13.7,26.5,25.8,55.5,8.5,4.7,948.9,1016.0,1016.8,,,6.5,306.0,2.9,10.4,23.4,6.2,22.3,0.0,,0.0,,909.0,,,,150.0,60.0,0.48
1851a448-559e-4572-8066-2824a030e41d,8.385872 46.778947,2023-04-16 07:30:00+02:00,2,EXPLOSIVE,LOOSE_SNOW,1,DRY,NE,158,46.79029116342364,8.420430355384081,0,TIT,TIT,-9.6,-9.8,-9.5,,,97.1,2.9,-10.0,692.5,,1013.4,3014.3,,8.1,12.0,2.5,9.0,29.2,7.6,27.4,,,,,150.0,,,,,,0.035
b2b22272-2994-46f8-ba69-aa77d0ffdafa,8.420101 46.781175,2023-04-28 00:00:00+02:00,6,NATURAL,SLAB,2,DRY,N,140,46.76374824182528,8.407614302893691,0,TIT,TIT,-2.4,-2.7,-2.2,,,57.6,2.9,-10.2,698.9,,1022.0,3084.8,,16.2,261.0,10.5,37.8,58.3,15.9,57.2,,,,,0.0,,,,,,0.023
c8955470-dce3-11ed-bcd6-6b951ea9af39,8.419791 46.782658,2023-04-16 12:00:00+02:00,7,EXPLOSIVE,SLAB,2,DRY,N,0,46.81275231208952,8.37992480043673,0,ENG,ENG,2.3,2.1,2.7,4.2,4.2,92.4,6.7,1.2,900.8,,1020.0,,1503.2,3.1,99.0,1.4,5.0,11.2,2.9,10.4,0.0,,1.0,0.0,173.0,327.0,,,,0.0,0.078
8d0101b0-de65-11ed-ad4d-6fea2397c693,7.846102 46.562407,2023-04-18 12:00:00.000 +0200,7,NATURAL,FULL_DEPTH,2,WET,S,120,46.562407,7.846102,1,INT,INT,13.4,13.2,13.7,26.5,25.8,55.5,8.5,4.7,948.9,1016.0,1016.8,,,6.5,306.0,2.9,10.4,23.4,6.2,22.3,0.0,,0.0,,909.0,,,,150.0,60.0,0.48
fdfaf590-ea4c-11ed-8348-fb5788bd30bc,8.001152 46.577404,2023-05-01 12:00:00.000 +0200,7,NATURAL,SLAB,2,DRY,NW,192,46.577404,8.001152,1,JUN,JUN,-6.3,-6.6,-6.0,,,94.6,3.6,-7.0,653.7,,1016.8,3036.8,,2.9,175.0,1.2,4.3,10.4,2.8,10.1,,,,,737.0,282.0,,,,0.0,0.244
fe8541fa-4448-482f-8c28-995faac1b624,8.419783 46.781356,2023-04-13 07:30:00.000 +0200,2,EXPLOSIVE,SLAB,1,DRY,N,105,46.781356,8.419783,1,TIT,TIT,-13.5,-13.7,-13.0,,,100.0,2.2,-13.5,683.5,,1001.1,2915.8,,10.2,306.0,5.7,20.5,36.7,9.9,35.6,,,,,127.0,,,,,,0.019
10ab716e-5fe3-4dac-9343-2f5c3d5e2a92,8.244594 46.61198,2023-05-10 12:00:00+02:00,7,NATURAL,SLAB,4,WET,NW,157,46.59020849081712,8.258619470297708,0,GRH,GRH,1.8,1.4,1.9,,,94.4,6.6,1.0,801.0,,1016.0,,1479.2,9.9,355.0,5.8,20.9,35.6,9.3,33.5,,,0.0,106.0,448.0,319.0,,,,0.0,0.142
b6bd2020-dd0b-11ed-8f1e-7bb69ddca4ec,8.237321 46.747742,2023-04-16 12:00:00.000 +0200,7,NATURAL,SLAB,2,DRY,N,90,46.747742,8.237321,1,MER,MER,6.1,5.9,6.2,7.2,6.9,83.5,7.9,3.5,951.5,1021.9,1020.8,,,1.0,90.0,0.3,1.1,3.6,0.9,3.2,0.0,,0.2,,119.0,,,,108.0,0.0,0.07
3a0dd0e2-9199-4139-bb1e-3327bd98128b,8.425944 46.778157,2023-04-14 07:00:00+02:00,3,EXPLOSIVE,SLAB,2,DRY,NE,202,46.753892129712376,8.420449050536513,0,TIT,TIT,-13.4,-13.7,-13.1,,,99.4,2.2,-13.5,684.7,,1002.8,2929.1,,9.3,318.0,3.0,10.8,33.5,8.9,32.0,,,,,121.0,,,,,,0.023
9312b9e3-9422-40e1-8539-92240b8f9de8,8.390152 46.787449,2023-04-16 07:30:00+02:00,2,EXPLOSIVE,LOOSE_SNOW,1,DRY,N,127,46.75340762350875,8.402156701718729,0,TIT,TIT,-9.6,-9.8,-9.5,,,97.1,2.9,-10.0,692.5,,1013.4,3014.3,,8.1,12.0,2.5,9.0,29.2,7.6,27.4,,,,,150.0,,,,,,0.035
129ea644-660f-4e28-b1b5-6ad36254a3b7,8.425551 46.770235,2023-05-16 09:00:00.000 +0200,3,EXPLOSIVE,SLAB,2,DRY,SE,167,46.770235,8.425551,1,TIT,TIT,-5.9,-6.0,-5.7,,,98.7,3.9,-6.0,691.9,,1012.6,3006.5,,16.7,14.0,9.2,33.1,60.1,15.8,56.9,,,,,330.0,,,,,,0.064
367958a0-d439-11ed-a920-a702e6e7f311,8.242864 46.759718,2023-04-05 15:00:00+02:00,2,NATURAL,FULL_DEPTH,1,WET,S,49,46.773641083592096,8.279664409145292,0,GIH,GIH,10.2,10.1,10.3,,,44.7,5.5,-1.3,962.8,1018.7,1018.5,,,3.9,47.0,1.8,6.5,14.0,3.7,13.3,0.0,,0.0,,527.0,,,,135.0,57.0,0.261
4b5d9a70-d15e-11ed-94cc-21edfa2a74e3,8.233716 46.754659,2023-04-02 15:30:00+02:00,1,NATURAL,FULL_DEPTH,2,WET,S,116,46.7723524461488,8.24644635694518,0,MER,MER,10.5,9.8,11.5,11.3,8.4,56.8,7.2,2.3,946.7,1015.6,1015.6,,,11.0,301.0,4.6,16.6,39.6,10.6,38.2,0.0,,0.1,,219.0,,,,178.0,6.0,0.164
5dfb93d0-d046-11ed-b49c-43d9bede54f5,8.263448 46.782775,2023-04-02 05:45:00+02:00,0,EXPLOSIVE,SLAB,2,DRY,NW,3,46.8258718144071,8.257971326154438,0,GIH,GIH,1.6,1.2,2.2,,,99.3,6.8,1.5,958.4,1015.8,1013.9,,,2.0,256.0,0.6,2.2,7.2,2.0,7.2,0.0,,0.0,,12.0,,,,12.0,0.0,0.011
1aca9480-d131-11ed-bb43-5ff35461761d,8.354817 46.766741,2023-04-03 12:00:00+02:00,10,NATURAL,SLAB,3,DRY,NW,0,46.73863616760249,8.377286890808191,0,TIT,TIT,-11.1,-11.3,-10.9,,,32.1,0.9,-24.6,692.5,,1013.3,3014.6,,11.7,40.0,8.9,32.0,42.1,11.6,41.8,,,,,917.0,,,,,,0.182
1a787419-5802-4808-a192-fbe672afe523,8.389757 46.787324,2023-04-16 08:30:00.000 +0200,4,EXPLOSIVE,LOOSE_SNOW,2,DRY,N,135,46.787324,8.389757,1,TIT,TIT,-9.5,-9.6,-9.3,,,94.1,2.8,-10.3,692.7,,1013.7,3017.0,,7.6,16.0,3.6,13.0,27.4,7.1,25.6,,,,,249.0,,,,,,0.057
3127a717-5395-4ff5-9722-0942f1737558,8.42626 46.777558,2023-04-14 06:30:00.000 +0200,5,EXPLOSIVE,SLAB,2,DRY,NE,185,46.777558,8.42626,1,TIT,TIT,-13.5,-13.9,-13.1,,,100.0,2.2,-13.5,684.5,,1002.4,2926.6,,9.8,323.0,2.1,7.6,35.3,9.6,34.6,,,,,25.0,,,,,,0.008
c8955470-dce3-11ed-bcd6-6b951ea9af39,8.419791 46.782658,2023-04-16 12:00:00.000 +0200,7,EXPLOSIVE,SLAB,2,DRY,N,310,46.782658,8.419791,1,TIT,TIT,-9.1,-9.2,-9.1,,,96.8,3.0,-9.5,693.9,,1015.2,3029.6,,7.4,16.0,3.6,13.0,26.6,7.0,25.2,,,,,654.0,,,,,,0.147
10ab716e-5fe3-4dac-9343-2f5c3d5e2a92,8.244594 46.61198,2023-05-11 12:00:00+02:00,7,NATURAL,SLAB,4,WET,NW,59,46.60474384195697,8.281506346848165,0,GRH,GRH,0.7,0.4,0.9,,,93.0,6.0,-0.3,799.7,,1014.4,,1468.0,7.9,351.0,4.2,15.1,28.4,7.7,27.7,,,0.2,113.0,511.0,313.0,,,,0.0,0.167
26f6eb66-fc4c-4eb2-aecd-11eeddba5a5a,7.964013 46.534843,2023-05-19 10:30:00+02:00,3,PERSON,SLAB,1,DRY,SE,221,46.53737128452227,7.969701276481185,0,JUN,JUN,-4.3,-5.3,-3.7,,,96.0,4.3,-4.8,656.8,,1021.2,3070.6,,10.0,146.0,8.3,29.9,36.0,9.9,35.6,,,,,520.0,288.0,,,,0.0,0.119
acaee50d-c93e-4865-b666-dcf8ca1d9f21,8.226812 46.595085,2023-04-23 12:00:00+02:00,7,PERSON,SLAB,1,DRY,NW,212,46.594719847985274,8.245341710483926,0,GRH,GRH,4.9,4.6,5.3,,,73.2,6.3,0.5,798.7,,1013.1,,1449.6,7.7,153.0,5.2,18.7,27.7,7.4,26.6,,,0.0,165.0,544.0,314.0,,,,0.0,0.226
11290122-2f71-4b65-840e-5b583a64fdd5,8.389124 46.787453,2023-04-15 07:00:00+02:00,4,EXPLOSIVE,SLAB,2,WET,N,0,46.80882167882378,8.404155228048808,0,ENG,ENG,0.5,0.3,0.7,0.3,0.2,96.3,6.1,-0.1,889.2,,1007.1,,1397.6,1.8,90.0,0.9,3.2,6.5,1.6,5.8,0.0,,1.3,0.0,49.0,316.0,,,,0.0,0.027
367958a0-d439-11ed-a920-a702e6e7f311,8.242864 46.759718,2023-04-05 15:00:00+02:00,2,NATURAL,FULL_DEPTH,1,WET,S,33,46.759613825716,8.247645818592959,0,MER,MER,9.8,9.4,10.1,14.9,14.1,43.4,5.3,-2.1,948.1,1017.2,1017.1,,,9.5,317.0,4.9,17.6,34.2,9.3,33.5,0.0,,0.0,,594.0,,,,148.0,60.0,0.304
da27b6a6-0240-478c-9ff6-ab83983e37eb,8.426516 46.77779,2023-04-30 07:30:00+02:00,2,EXPLOSIVE,SLAB,2,DRY,NE,25,46.73742489202933,8.40846969997646,0,TIT,TIT,-2.5,-2.8,-2.2,,,55.7,2.8,-10.2,696.8,,1019.2,3060.9,,4.1,178.0,2.8,10.1,14.8,3.8,13.7,,,,,281.0,,,,,,0.108
11290122-2f71-4b65-840e-5b583a64fdd5,8.389124 46.787453,2023-04-12 07:00:00+02:00,4,EXPLOSIVE,SLAB,2,WET,N,88,46.7787009050484,8.409837761495327,0,TIT,TIT,-4.6,-4.7,-4.5,,,99.0,4.3,-4.8,690.1,,1010.2,2985.8,,25.3,268.0,12.0,43.2,91.1,24.2,87.1,,,,,99.0,,,,,,0.019
97c5682e-950b-4c24-8c69-651f6ff3d0c8,8.035288 46.786336,2023-04-19 10:30:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,S,0,46.74960474717692,8.07964867240878,0,BRZ,BRZ,,,,,,,,,952.0,,1018.7,,,4.7,258.0,2.9,10.4,16.9,4.6,16.6,,,0.0,,,,,,,,
8cc2e1b0-ecd3-11ed-8adc-7d70564ee41a,8.023437 46.573593,2023-05-07 12:00:00+02:00,10,NATURAL,SLAB,4,WET,,0,46.60268641008256,8.019744616025415,0,JUN,JUN,-1.9,-2.8,-0.8,,,89.4,4.7,-3.5,659.4,,1024.9,3097.2,,5.3,136.0,3.9,14.0,19.1,5.2,18.7,,,,,835.0,273.0,,,,8.0,0.273
acaee50d-c93e-4865-b666-dcf8ca1d9f21,8.226812 46.595085,2023-04-22 12:00:00+02:00,7,PERSON,SLAB,1,DRY,NW,132,46.61168719888623,8.220690977531557,0,GRH,GRH,8.3,7.7,8.9,,,45.6,5.0,-2.8,800.5,,1015.4,,1462.6,6.8,152.0,3.9,14.0,24.5,6.3,22.7,,,0.0,175.0,926.0,278.0,,,,30.0,0.448
ad1f7e7f-180e-4f38-9562-d610574cd4c5,8.239483 46.749076,2023-04-02 06:30:00+02:00,2,EXPLOSIVE,SLAB,1,DRY,N,0,46.70666716244548,8.24270733588935,0,MER,MER,3.5,2.9,4.0,0.2,-0.5,93.7,7.3,2.6,944.8,1015.4,1013.7,,,1.5,101.0,0.7,2.5,5.4,1.5,5.4,0.0,,0.0,,18.0,,,,14.0,0.0,0.011
839994f8-5b6d-44ab-8e1c-fd57876e2bd9,8.4215 46.780442,2023-04-03 07:00:00+02:00,4,EXPLOSIVE,SLAB,2,DRY,E,79,46.73548103242992,8.41936601369977,0,TIT,TIT,-11.1,-11.4,-10.6,,,93.9,2.5,-11.9,692.7,,1013.6,3017.2,,10.4,32.0,6.3,22.7,37.4,9.9,35.6,,,,,76.0,,,,,,0.018
bafec949-69be-4d29-96df-732ded5d7686,8.389718 46.787228,2023-04-03 08:00:00+02:00,3,EXPLOSIVE,SLAB,1,DRY,N,128,46.78827427441064,8.360018662316067,0,ENG,ENG,-0.1,-0.2,0.1,0.6,0.5,97.3,5.9,-0.4,900.7,,1019.9,,1498.5,6.4,226.0,3.9,14.0,23.0,6.1,22.0,0.0,,0.0,0.0,104.0,313.0,,,,0.0,0.036
564bddb0-e717-11ed-acf0-f7b342f82229,7.822357 46.529218,2023-05-01 12:00:00+02:00,7,NATURAL,SLAB,3,UNKNOWN,N,80,46.53924506022109,7.829628239375103,0,INT,INT,10.5,10.4,10.6,12.5,12.3,87.4,11.1,8.5,949.8,1017.7,1017.8,,,1.2,270.0,0.5,1.8,4.3,1.2,4.3,0.0,,1.3,,127.0,,,,126.0,0.0,0.082
